id,name,area,salary_from,salary_to,currency,snippet_requirement,snippet_responsibility,experience,employment,schedule,key_skills
120172115,Менеджер по закупкам и снабжению,Астана,300000.0,400000.0,KZT,"Быстро обучаемый (ая), можно без опыта работы, имеющий (ая) коммуникативные навыки.",,Нет опыта,Полная занятость,Полный день,"Закупка товаров и услуг, Закупка продуктов питания, Управление складскими запасами, Мониторинг рынка, Закупки, Работа с поставщиками, Организаторские навыки, Деловая коммуникация"
120249266,Менеджер по работе с клиентами,Ростов-на-Дону,80000.0,120000.0,RUR,Целеустремленность. Способность брать на себя ответственность. Нацеленность на долгосрочное сотрудничество. Только положительные эмоции клиента. Грамотная устная и письменная речь. ,"Доведение клиента до результата. Экономия ресурсов клиента. Сопровождение текущих клиентов. Работа с входящими заявками. Работа в CRM, 1C. ",От 1 года до 3 лет,Полная занятость,Полный день,"Пользователь ПК, Грамотная речь, Активные продажи, Деловое общение, Телефонные переговоры"
120266845,Менеджер по продажам (без поиска клиентов),Санкт-Петербург,150000.0,,RUR,"Умение презентовать себя и свой продукт. Опыт работы на позиции <highlighttext>менеджера</highlighttext> по продажам от 1, 5 лет. Опыт составления смет...","Обработка входящих заявок в CRM системе. Консультирование клиентов по свойствам, характеристикам и цене продукции. Составление коммерческих предложений и спецификаций на...",От 1 года до 3 лет,Полная занятость,Полный день,"Консультирование клиентов, Работа с CRM, amoCRM, Теплые продажи, Заключение договоров, Стратегия продаж"
120328393,Администратор сайта/ контент-менеджер сайта,Санкт-Петербург,50000.0,80000.0,RUR,"Опыт работы с СMS Bitrix обязателен. Уверенный пользователь Excel и ПК обязательно, навыки работы в графических редакторах. Базовое понимание основных...","Ведение и наполнение нашего сайта (сайт на Bitrix): обновление главной страницы, наполнение карточками товаров; визуальный мерчандайзинг всего каталога, корректировка данных...",От 1 года до 3 лет,Полная занятость,Полный день,"Битрикс24, Email-маркетинг, CRM-маркетинг"
120046559,Менеджер маркетплейса Wildberries,Нижний Новгород,40000.0,60000.0,RUR,"Идеальный кандидат: — Настойчив в достижении целей на 120%. — С аналитическим складом ума для понимания графиков и интерпретации метрик (ДДР, CPC...",Направления работы и задачи. 1. Анализ продаж (30% всего времени). Анализ товаров для повышения эффективности продаж. Разработка механик продвижения товаров. ,Нет опыта,Полная занятость,Удаленная работа,"Интернет-реклама, Организаторские навыки, Инфографика, Аналитика, Маркетплейсы, Google таблицы, Ориентация на результат, wildberries, ABC-анализ, Конкурентная аналитика, Ozon, E-Commerce, Таргетинг, Таргетированная реклама, Internet Marketing, Графический дизайн, Аналитика маркетплейсов"
120239316,Менеджер отдела снабжения,Севастополь,120000.0,170000.0,RUR,"Опыт работы в закупках (электро-техническое направление) и в 1С ""Управление Торговлей"", внимательность и ответственность. Умение анализировать рынок, находить...","Контракты с ключевыми поставщиками уже заключены, поиск поставщика будет занимать не более 10% заявок. Работа с существующим портфелем поставщиков, сравнительный...",От 3 до 6 лет,Полная занятость,Полный день,"Управление закупками, Управление ресурсами"
120256848,Менеджер по закупкам (Снабжение),Алматы,,,,Возможность выстроить централизованную систему закупа. У вас есть опыт в закупках/снабжении от 3 лет. Вы уверенно работаете в 1...,"Чёткую зону ответственности и свободу в принятии решений. Настоящий вызов: вы не в «обеспечении», вы — в управлении. Команду, где всё...",От 3 до 6 лет,Полная занятость,Полный день,"Закупки, Закупка товаров и услуг, Работа с поставщиками, Управление складскими запасами, 1С: Торговля и склад, Планирование товарных запасов, Складской документооборот, Оптимизация товарных запасов, Хозяйственное обеспечение магазина, Формирование ассортимента, Управление ассортиментом"
120257690,Менеджер по приему заказов,Иркутск,40000.0,50000.0,RUR,Доброжелательность и стрессоустойчивость в общении с гостями. Желание помогать людям с выбором. Опыт работы в аналогичной должности приветствуется. ,"Мониторинг заказов с сайта, в мессенджерах и в социальных сетях. Оперативная обработка поступающих заказов: консультирование клиентов по вопросам выбора и...",Нет опыта,Полная занятость,Полный день,
119871641,IT Project Manager (Moscow),Москва,180000.0,240000.0,RUR,"Опыт финансового планирования и отчетности, включая расчет и управление эффективностью проекта. — Умение выстраивать эффективную коммуникацию и взаимодействие как с клиентами...","Ведение коммуникации с клиентами. Сбор требований, обработка входящих запросов. — Выстраивание pipeline разработки цифровых сервисов. — Постановка задач команде разработки. — ",От 1 года до 3 лет,Полная занятость,Полный день,"Управление проектами, Agile Project Management, Scrum, Планирование, Разработка нового продукта, Аналитическое мышление"
120155490,Менеджер по закупкам и снабжению,Ангрен,,6000000.0,UZS,"Умение работать в MsOffice: Word, Exсel. Внимательность, самостоятельность, ответственность. Грамотная устная и письменная речь. Стремление к обучению и развитию.",,Нет опыта,Полная занятость,Полный день,Работа с поставщиками
120186931,Менеджер повторных продаж,Алматы,700000.0,1300000.0,KZT,Знаете два языка: казахский и русский. Умеете общаться и находить общий язык с любым человеком.,Работать с текущей базой пользователей.,Нет опыта,Полная занятость,Полный день,
120236995,Менеджер интернет-магазина,Санкт-Петербург,80000.0,,RUR,"Грамотная устная и письменная речь, умение работать в режиме многозадачности. Внимательность и самоконтроль. Опыт работы в интернет продажах. ","Общение с розничными клиентами по телефону (подтверждение поступивших заказов, согласование сроков доставки, консультирование по товарам). Общение с оптовыми клиентами (подтверждение...",От 1 года до 3 лет,Полная занятость,Полный день,"Грамотная речь, 1C: Бухгалтерия, Точность и внимательность к деталям, MS Excel, Сопровождение клиентов, Клиентоориентированность, Документооборот, Консультирование клиентов по телефону"
120287308,Менеджер по работе с клиентами (без разъездов),Долгопрудный (Московская область),130000.0,,RUR,"Коммуникабельность, грамотная речь, организованность, внимательность. Работа не на количество клиентской базы, а на качество. Опытный пользователь ПК: MS Office (Word...","Развитие существующей клиентской базы (как теплая, так и холодная база). Привлечение новых клиентов (только юр. лица). Работа с дебиторской задолженностью. ",От 1 года до 3 лет,Полная занятость,Полный день,"Активные продажи, Работа с дебиторской задолженностью, Поиск и привлечение клиентов, Деловое общение"
119701543,Менеджер по работе с VIP гостями,Москва,300000.0,,RUR,Опыт работы в продажах (желательно). Презентабельный внешний вид. Коммуникабельность и открытость. Высокий уровень эмпатии. Желание учиться и развиваться внутри нашей...,Консультирование гостей по вопросам работы клуба. Выявление потребностей и управление счетом гостя. Ведение гостевой базы. Получение обратной связи по отдыху...,Нет опыта,Полная занятость,Полный день,
119707677,Чат-менеджер,Тбилиси,500.0,900.0,USD,"Английский язык на уровне Intermediate. Навыки работы в Google Docs, Google Sheets. Умение анализировать результаты. Внимательность к деталям в работе. ","Обработка входящих писем на сайте. Ответы на входящие письма и сообщение. Обработка негативной обратной связи и улаживание конфликтов, поиск решения...",Нет опыта,Полная занятость,Удаленная работа,
119991967,Офис-менеджер,Красногорск (Московская область),80000.0,,RUR,"Усидчивость и внимательность. - Минимальные навыки работы с компьютером (знание основных программ — Excel, Word). - Ответственность и готовность выполнять разноплановые задачи. - ","Выполнение поручений руководителя (поиск и покупка товаров, взаимодействие с поставщиками). - Работа с прайс-листами: анализ цен, отслеживание изменений. - ",Нет опыта,Полная занятость,Полный день,"Заключение договоров, Организация мероприятий, Закупка товаров и услуг, Управление офисами компании, Деловое общение"
120045443,Офис-менеджер,Санкт-Петербург,70000.0,130000.0,RUR,"Грамотная устная и письменная речь. Уверенные навыки работы на ПК (Word, Excel, Outlook/Яндекс.Почта). Деловая переписка и опыт продаж (если...","Поддержка жизнедеятельности офиса (чай/кофе/канцтовары/пропуска). Работа с документацией: сшивание отчетов, оформление корреспонденции, работа с офисной техникой. ",Нет опыта,Полная занятость,Полный день,"Обеспечение жизнедеятельности офиса, Деловая переписка, Деловое общение, Документооборот, Взаимодействие с курьерскими службами, Бумажный документооборот, Прием посетителей, 1С: Документооборот, Хранение документов, Работа с оргтехникой, Электронный документооборот, Хозяйственное обеспечение офиса, Обеспечение пропускного режима, Внутренние коммуникации, Телефонные переговоры, MS Outlook, 1С: Предприятие, Ответственность, Исполнительность, Инициативность, честность, Коммуникабельность, Пассивные продажи, входящие звонки, Доброжелательность, Внимательность, Дебиторская задолженность, реализация товаров и услуг, Пунктуальность"
120280034,SMM-менеджер / Контент-мейкер,Санкт-Петербург,35000.0,,RUR,Проявлять креативность и творческий подход к созданию контента без ограничений по локациям/идеям роликов. ️ Опыт работы в SMM от 1...,Изготовили более 50.000 картин по заказам клиентов. ️ Продумывать и запускать SMM-кампании для продвижения бренда в соц.сетях. ️ ,От 1 года до 3 лет,Полная занятость,Полный день,"Контент-маркетинг, Сторисмейкинг, Обработка видео, TikTok, TikTok Ads, Рекламная съемка, SMM, Контент-анализ, конкурентный анализ"
120296091,HR менеджер,Москва,80000.0,,RUR,Прием экзамена после 1 месяца стажировки на знание номенклатуры.  Опыт подбора линейных специалистов (от 5 вакансий в работе одновременно).  ,"Функционал: Подбор и размещение вакансий: 5 вакансий в среднем в работе одновременно, в основном линейный персонал. Проводить анализ рынка. ",От 1 года до 3 лет,Полная занятость,Удаленная работа,"Подбор персонала, Обучение персонала, Анализ обратной связи, HR-аналитика, Обучение и развитие, Адаптация персонала, Жизненный цикл команды, Трудовой кодекс РФ, Найм персонала"
120342639,Менеджер по продажам,Актобе,200000.0,700000.0,KZT,,Поиск и анализ недвижимости. Рыночный анализ. Продажа и аренда. Организация просмотров объектов. Проведение переговоров. Подготовка документации. Юридическая поддержка. ,Нет опыта,Полная занятость,Полный день,"Активные продажи, Обучение персонала, Поиск и привлечение клиентов, Построение воронки продаж, Консультирование клиентов, Кросс-продажи, Анализ конкурентной среды"
120188624,Бизнес-ассистент / Telegram-менеджер / Правая рука руководителя,Москва,70000.0,120000.0,RUR,"Опыт работы ассистентом / координатором / Telegram-<highlighttext>менеджером</highlighttext> от 1 года. Грамотная устная и письменная речь. Уверенное владение Telegram, Google Docs, Notion...","Выполнение личных и рабочих поручений (созвониться, найти, договориться). Контроль задач, сроков, договорённостей с подрядчиками и сотрудниками. Помощь в подборе персонала...",От 1 года до 3 лет,Полная занятость,Удаленная работа,"Исполнение личных поручений руководителя, Грамотная письменная речь, Ведение соцсетей, Посты для социальных сетей, Умение учиться, Деловые коммуникации, Деловое общение, Организаторские навыки, Оформление личных дел, Оформление контента"
120272427,Менеджер по работе с клиентами,Жуковский  (Московская область),150000.0,,RUR,"Презентабельный внешний вид, опрятность, грамотная речь. Знание полного цикла сделки, знание трендов рынка недвижимости и инструментов доступных на текущий момент. ",Осуществление продаж жилой недвижимости. Обслуживание клиентов при их обращении в офис продаж. Ведение базы клиентов в CRM. Выполнение плана продаж...,От 1 года до 3 лет,Полная занятость,Полный день,"Активные продажи, Недвижимость, Работа с возражениями, Консультативные продажи, Проведение презентаций, Консультирование клиентов, Клиентоориентированность, Теплые продажи, Выявление потребностей, Работа с клиентами, Работа с CRM, Грамотная устная речь"
120307309,Финансовый менеджер,Самара,70000.0,80000.0,RUR,"Ты “ещё не разобрался в Excel”. Считаешь, что “идеальный отчёт — дело вкуса”. Ты ждёшь, пока тебе скажут, что делать, вместо...","Чистую, прозрачную, актуальную управленческую отчётность: ДДС, ОПиУ, Баланс. Платёжный календарь без “ой, забыл”. Финансовую дисциплину: дебиторка — минимальная, кредиторка — под контролем. ",От 1 года до 3 лет,Полная занятость,Удаленная работа,"Управленческая отчетность, Финансовая отчетность, Отчет о движении денежных средств, Управление затратами, Планирование бюджета, Планирование затрат, Контроль бюджета, Формирование аналитической отчетности, Отчет о целевом использовании средств"
120243654,Офис-менеджер,Тверь,50000.0,,RUR,"Коммуникабельность, позитивное отношение к людям. Релевантный опыт работы будет большим преимуществом, но не обязателен. Опрятность во внешнем виде.","Прием, встреча клиентов. Рассадка клиентов по переговорным. Копирование, печать, подготовка документов. Подача клиентам напитков. Жизнеобеспечение офиса (заказ канцелярии, воды и...",Нет опыта,Полная занятость,Полный день,
120287824,Помощник менеджера по закупкам и снабжению,Краснодар,60000.0,60000.0,RUR,"Опыт работы с большим товарным ассортиментом. Продвинутый пользователь Excel, 1С.","Ведение закупочной деятельности ГК «Промышленник», мониторинг рынка товаров. (не тендер). Контроль за резервами товаров. Анализ совершаемых закупок (тенденции изменения цен...",От 1 года до 3 лет,Полная занятость,Полный день,
120228274,Ведущий менеджер по подбору персонала,Москва,240000.0,240000.0,RUR,Высшее образование (желательно в сфере Управление персоналом). Опыт работы HR Бизнес-партнером / Ведущим <highlighttext>менеджером</highlighttext> по подбору персонала от 1 года. ,"Управление HR процессами: подбор, оценка, обучение, развитие, формирование кадрового резерва и тп.. Формирование плана работ по подбору персонала, организация и...",От 3 до 6 лет,Полная занятость,Полный день,
120279210,Ассистент менеджера маркетплейсов,Челябинск,50000.0,70000.0,RUR,"Рассматриваем кандидатов с опытом работы в интернет-маркетинге, e-commerce, на маркетплейсах и в смежных сферах. Наличие успешного кейса увеличения...","Сбор семантики для новых товаров и регулярная актуализация для старых. Работа с контентом: заполнение, проверка и корректировка карточек товаров, замена...",От 1 года до 3 лет,Полная занятость,Удаленная работа,"Маркетинговый анализ, Инфографика, Продвижение бренда, Интернет-реклама, Rich-контент, Ответственность, Исполнительность, Обучаемость, Маркетинговые метрики, Контент-маркетинг, Аналитическое мышление, SEO-тексты"
120297031,Менеджер по продажам B2B,Санкт-Петербург,170000.0,300000.0,RUR,Опыт в сфере продаж от 2х лет в B2B сегменте. Опыт работы с маркетплейсами. Опыт работы с...,Проводить онлайн-встречи с клиентами по зуму. Заполнять ежедневный отчет о проделанной работе для руководителя. Выполнять план продаж.,От 1 года до 3 лет,Полная занятость,Удаленная работа,
120308569,Influence Marketing Manager,Москва,5000.0,,USD,У тебя есть релевантный опыт от 1 года в вертикале Gambling. Осваивал бюджеты от 50К/месяц на одно ГЕО...,"Находить и привлекать инфлюенсеров на всех ГЕО. Анализировать и проверять их аудиторию (где настоящие люди, а где накрут). ",От 1 года до 3 лет,Полная занятость,Удаленная работа,"Инфлюенс-маркетинг, Продвижение бренда, Организаторские навыки"
120321482,Контент-менеджер,Санкт-Петербург,90000.0,95000.0,RUR,Высокая грамотность и умение писать тексты на русском языке с нуля. Опыт работы с контентом сайтов не менее 1 года. ,"Работа с российскими сайтами компании: подготовка текстов (описания товаров, новости, статьи, рассылки), выкладка товаров, новостей, статей, фотографий, мануалов и прочего...",От 1 года до 3 лет,Полная занятость,Полный день,
120337519,Менеджер по работе с ключевой розницей (КАМ/Кey Аccount Мanager),Минск,,3900.0,BYR,"Опыт работы будет преимуществом, но важнее - желание постоянного развития и достижения результатов. Знание национальных сетей - как преимущество. Коммуникабельность, навыки ведения...","Проведение переговоров с сетями. Управление ассортиментными матрицами. Разработка планов и согласование промо. Ввод новинок, продвижение, ротация. Аудит сетевой розницы. ",От 1 года до 3 лет,Полная занятость,Полный день,"Проведение презентаций, Развитие продаж, Сопровождение клиентов, Работа с возражениями, Планирование продаж, Стратегия продаж, Подготовка коммерческих предложений, Ведение переговоров, Управление продажами, Работа в команде, Управление дебиторской задолженностью"
120075010,Менеджер интернет-магазина LOGINOVA,Москва,85000.0,,RUR,Опыт работы от 2-х лет в он-лайн продажах . Опыт работы в интернет магазине (fashion). Хорошая дикция . ,"Консультирование клиентов по входящим звонкам и заявкам. Активная работа с клиентами (в онлайн-чатах, помощь в выборе, информирование о поступлениях). ",От 1 года до 3 лет,Полная занятость,Сменный график,"Активные продажи, Навыки переговоров, Ответственность, Ориентация на результат, Стратегия продаж, Планирование продаж"
120081907,Менеджер в школу дизайна,Санкт-Петербург,90000.0,140000.0,RUR,Обучение с нуля (опыт не нужен!). Опрятность и позитивность. Грамотная устная и письменная речь. Быстрая обучаемость и хорошие коммуникативные навыки. ,Работа с лучшими преподавателями по дизайну. Проводить экскурсии по школе потенциальным ученикам. Работать с теплой базой потенциальных учеников. ,Нет опыта,Полная занятость,Сменный график,
120106224,"Менеджер в ""Больше Чем Школа"", г. Павлодар",Павлодар,150000.0,250000.0,KZT,Знание казахского и Русского языка в совершенстве ️.,,Нет опыта,Полная занятость,Сменный график,
120317465,Территориальный менеджер,Самарканд,500.0,2000.0,USD,Опыт работы в продажах от 3 лет ( опыт в дистрибьюторской или торговой сфере). Отличные коммуникативные навыки и умение работать с...,Контроль работы супервайзеров и агентов обеспечение выполнения ими планов по продажам. Работа с отчетами. Подготовка регулярных отчетов для высшего руководства...,От 3 до 6 лет,Полная занятость,Полный день,"Развитие продаж, Обучение персонала, Организаторские навыки, Планирование продаж, Управление сотрудниками в регионах"
119962431,Контент-менеджер (Telegram канала),Минск,1500.0,,BYR,"стратегическое мышление (вы понимаете, что ваши действия в соц сетях приносят продукту деньги). - уверенное владение CapCut, Canva (или другие приложения...",написание сценариев креативов для видео и ведения stories в соц.сетях. - погружаться в продукт/нишу/компанию и генерировать идеи для видео...,От 3 до 6 лет,Частичная занятость,Удаленная работа,"Продвижение бренда, Написание сценариев, Социальные сети, Развитие бренда, Видеосъемка, Организаторские навыки"
120324641,Менеджер по персоналу / HR-менеджер,Москва,,,,"Опыт в подборе персонала разного уровня (линейный персонал, <highlighttext>менеджеры</highlighttext>, специалисты, руководители отделов). Глубокие знания в области подбора, адаптации и обучения...",Ведение HR-статистики и отчетности компании (без КДП).,От 1 года до 3 лет,Полная занятость,Удаленная работа,"Подбор персонала, Обучение персонала, Анализ обратной связи, Стратегическое планирование, Внутренние коммуникации, Управление ожиданиями, Тестирование профессиональных компетенций, HR-аналитика, Корпоративная культура, Онбординг, Найм персонала, Первичная адаптация персонала"
119424585,Офис-менеджер (с английским языком),Астана,300000.0,300000.0,KZT,"Владение английским языком (обязательно), итальянский — будет плюсом. Ответственность, внимательность, доброжелательность. Готовность учиться новому — поможем освоить задачи и процессы.","Поддерживать работу офиса: заказывать канцелярию, следить за порядком, общаться с поставщиками. Помогать сотрудникам: оформлять командировки, собирать документы на визы, записывать...",Нет опыта,Полная занятость,Полный день,"Обеспечение жизнедеятельности офиса, Делопроизводство, Документооборот, Тревел-поддержка, Взаимодействие с курьерскими службами, Бумажный документооборот, Архивирование документов, Хранение документов, Деловая переписка"
120198401,Офис-менеджер,Ташкент,5000000.0,7000000.0,UZS,"Образование средне-специальное. Уверенный пользователь ПК. Знание русского, узбекского языков в совершенстве (английский язык будет преимуществом). Самостоятельность в принятии решений...","Обеспечивать документооборот входящей и исходящей корреспонденции, регистрация, учёт, хранение и архивирование документов. Готовить проекты писем, запросов и других документов, касающихся...",От 1 года до 3 лет,Полная занятость,Полный день,"Логическое мышление, Организаторские способности, Навыки межличностного общения, Ответственность, Дисциплинированность"
120225175,Менеджер по оптовым продажам,Москва,100000.0,400000.0,RUR,Умение находить общий язык с клиентами любого уровня: от малых предприятий до крупных корпораций. Опыт работы в сфере оптовых продаж...,"Прием заявок по телефону, электронной почте, их обработка от выставления счета до отгрузки. Продажи по существующей базе клиентов. ",От 1 года до 3 лет,Полная занятость,Полный день,"Ведение переговоров, Телефонные переговоры, Развитие продаж, Работа в команде, B2B Продажи, Сопровождение клиентов"
120227318,Менеджер по продажам,Самара,100000.0,150000.0,RUR,"Стремление достойно зарабатывать. Умение быстро налаживать контакт с людьми. Грамотная речь. Напиши МОЕ ХОББИ-МОТОТЕХНИКА в сопроводительном письме, и мы...",Помощь клиентам в выборе мототехники для активного отдыха. Продажа мототехники. Работа в CRM системе.,Нет опыта,Полная занятость,Полный день,"Активные продажи, Телефонные переговоры, Теплые продажи, Работа с CRM, Выявление потребностей"
120247864,Менеджер по подбору персонала/рекрутер,Москва,70000.0,,RUR,Высшее образование. Опыт работы в E-commerce (преимущественно маркетплейсы). Опыт работы в сфере рекрутинга не менее 3-5 лет. ,"Организация, оптимизация и автоматизация поиска персонала. Проведение интервью, отправка тестовых заданий, организация интервью финалистов с Руководителем (основные задачи). ",От 3 до 6 лет,Полная занятость,Удаленная работа,
120281050,Менеджер по продажам,Иркутск,100000.0,250000.0,RUR,,"Проведение переговоров, подготовка счёта, заключение сделок. - Работа с воронкой продаж: от первого контакта до закрытия сделки. - Выполнение плановых показателей (KPI).",Нет опыта,Полная занятость,Полный день,"B2B Продажи, Телефонные переговоры, Планирование продаж, Пассивные продажи, Теплые продажи, Заключение договоров"
120296095,Менеджер по аренде,Москва,,,,Внимательность. Уверенный пользователь ПК.,Ведение базы арендаторов. Поддержка актуальных данных по аренде. Заведение новых и сопровождение действующих договоров. Подготовка отчетов. Документооборот. Ведение реестров. ,От 3 до 6 лет,Полная занятость,Полный день,
120309851,Менеджер по персоналу,Сыктывкар,50000.0,,RUR,Опыт работы в кадровом делопроизводстве от 1 года. Знание ТК РФ по кадровому учету. Опыт работы в 1С ЗУП...,"Ведение кадрового производства в полном объеме (приемы, увольнения, отпуска, переводы, командировки). Консультирование сотрудников по кадровым вопросам. Взаимодействие с бухгалтерией по...",От 1 года до 3 лет,Полная занятость,Полный день,"Трудовой кодекс РФ, Кадровое делопроизводство, Воинский учет"
119645361,Менеджер по работе с партнерами,Москва,180000.0,,RUR,Опыт по подключению / ведению партнеров в агрегаторах / экосистемах / маркетплейсах или работа с клиентами B2B / В2С от...,"Платформа-приложение собственной разработки (веб и мобильная версии). Искать коммерчески интересные для сотрудничества точки, устанавливать первичный контакт, презентовать ценность нашего...",От 3 до 6 лет,Полная занятость,Полный день,"Телефонные переговоры, Деловое общение, 1С-Битрикс, CRM, MS Office, Деловая коммуникация, Управление отношениями с клиентами, Поиск и привлечение клиентов, Ведение переписки, Навыки переговоров, Развитие продаж, Аналитическое мышление, Ориентация на клиента, Анализ конкурентной среды, Навыки продаж"
120270768,Офис-менеджер,Красногорск (Московская область),,97800.0,RUR,Высшее образование/неоконченное высшее с возможностью работать полный рабочий день. Релевантный опыт работы от года. Высокий уровень коммуникативных навыков. ,"Прием и распределение звонков и корреспонденции. Прием посетителей и гостей компании, в т.ч. иностранных партнеров компании. Обеспечение офиса необходимым...",От 1 года до 3 лет,Полная занятость,Полный день,
120287016,Менеджер проектов по строительству и эксплуатации,Новосибирск,,,,Высшее профильное образование (строительное/архитектурное/инженерное). Опыт работы в аналогичной или смежной должности в сфере строительства от 3-х лет. ,Координирование реализации строительных проектов от стадии предпроектной подготовки до сдачи объекта в эксплуатацию. Взаимодействие и организация работ с участниками проекта...,От 3 до 6 лет,Полная занятость,Полный день,"Заключение договоров, Формирование технического задания для разработки, координирование реализации строительных проектов, 1С: Документооборот, Техническая документация, Контроль исполнения решений, MS Office, AutoCAD, Проектный менеджмент, Разработка технических заданий"
120292378,Контент-менеджер для WB/Дизайнер инфографики/Графический дизайнер/,Минск,1600.0,2100.0,BYR,"Опыт работы на аналогичной должность от 1 года. Знание графических редакторов – обязательно, желательно Corel Draw (можно другие). Грамотный русский язык...","Работа с маркетплейсом Wildberries (создание, заполнение и актуализация карточек товаров). Создание креативов (инфографики), подготовка и публикация изображений товаров. ",От 1 года до 3 лет,Полная занятость,Полный день,
119821200,Ведущий менеджер по работе с клиентами,Москва,100000.0,,RUR,"Умение общаться с клиентами и выявлять их потребности. Банковский опыт, как преимущество. Если есть опыт в продажах рассмотрим в приоритетном...",Консультировать клиентов. Продавать продукты нашего банка. Учиться новому и развиваться вместе с нашей командой.,Нет опыта,Полная занятость,Полный день,"Активные продажи, Деловое общение, Деловая коммуникация"
